# pt3
# underflow	  0.0000000    	  0.0000000    
# overflow	  0.0000000    	  0.0000000    
# sum	  13571291.    	  667493.21    
# xmin	xmax	cross	numerror
  0.0000000    	 0.25000000    	  1505264.9    	  236843.93    
 0.25000000    	 0.50000000    	  3567622.0    	  456172.62    
 0.50000000    	 0.75000000    	  3576257.9    	  355505.45    
 0.75000000    	  1.0000000    	  3068973.2    	  214539.90    
  1.0000000    	  1.2500000    	  1377201.1    	  89192.269    
  1.2500000    	  1.5000000    	  416478.82    	  30952.395    
  1.5000000    	  1.7500000    	  57238.249    	  5801.4095    
  1.7500000    	  2.0000000    	  2255.9258    	  464.04445    
  2.0000000    	  2.2500000    	 -1.3804494    	 0.35952810    
  2.2500000    	  2.5000000    	  0.0000000    	  0.0000000    
  2.5000000    	  2.7500000    	  0.0000000    	  0.0000000    
  2.7500000    	  3.0000000    	  0.0000000    	  0.0000000    
  3.0000000    	  3.2500000    	  0.0000000    	  0.0000000    
  3.2500000    	  3.5000000    	  0.0000000    	  0.0000000    
  3.5000000    	  3.7500000    	  0.0000000    	  0.0000000    
  3.7500000    	  4.0000000    	  0.0000000    	  0.0000000    
  4.0000000    	  4.2500000    	  0.0000000    	  0.0000000    
  4.2500000    	  4.5000000    	  0.0000000    	  0.0000000    
  4.5000000    	  4.7500000    	  0.0000000    	  0.0000000    
  4.7500000    	  5.0000000    	  0.0000000    	  0.0000000    
  5.0000000    	  5.2500000    	  0.0000000    	  0.0000000    
  5.2500000    	  5.5000000    	  0.0000000    	  0.0000000    
  5.5000000    	  5.7500000    	  0.0000000    	  0.0000000    
  5.7500000    	  6.0000000    	  0.0000000    	  0.0000000    
  6.0000000    	  6.2500000    	  0.0000000    	  0.0000000    
  6.2500000    	  6.5000000    	  0.0000000    	  0.0000000    
  6.5000000    	  6.7500000    	  0.0000000    	  0.0000000    
  6.7500000    	  7.0000000    	  0.0000000    	  0.0000000    
  7.0000000    	  7.2500000    	  0.0000000    	  0.0000000    
  7.2500000    	  7.5000000    	  0.0000000    	  0.0000000    
  7.5000000    	  7.7500000    	  0.0000000    	  0.0000000    
  7.7500000    	  8.0000000    	  0.0000000    	  0.0000000    
  8.0000000    	  8.2500000    	  0.0000000    	  0.0000000    
  8.2500000    	  8.5000000    	  0.0000000    	  0.0000000    
  8.5000000    	  8.7500000    	  0.0000000    	  0.0000000    
  8.7500000    	  9.0000000    	  0.0000000    	  0.0000000    
  9.0000000    	  9.2500000    	  0.0000000    	  0.0000000    
  9.2500000    	  9.5000000    	  0.0000000    	  0.0000000    
  9.5000000    	  9.7500000    	  0.0000000    	  0.0000000    
  9.7500000    	  10.000000    	  0.0000000    	  0.0000000    
  10.000000    	  10.250000    	  0.0000000    	  0.0000000    
  10.250000    	  10.500000    	  0.0000000    	  0.0000000    
  10.500000    	  10.750000    	  0.0000000    	  0.0000000    
  10.750000    	  11.000000    	  0.0000000    	  0.0000000    
  11.000000    	  11.250000    	  0.0000000    	  0.0000000    
  11.250000    	  11.500000    	  0.0000000    	  0.0000000    
  11.500000    	  11.750000    	  0.0000000    	  0.0000000    
  11.750000    	  12.000000    	  0.0000000    	  0.0000000    
  12.000000    	  12.250000    	  0.0000000    	  0.0000000    
  12.250000    	  12.500000    	  0.0000000    	  0.0000000    
  12.500000    	  12.750000    	  0.0000000    	  0.0000000    
  12.750000    	  13.000000    	  0.0000000    	  0.0000000    
  13.000000    	  13.250000    	  0.0000000    	  0.0000000    
  13.250000    	  13.500000    	  0.0000000    	  0.0000000    
  13.500000    	  13.750000    	  0.0000000    	  0.0000000    
  13.750000    	  14.000000    	  0.0000000    	  0.0000000    
  14.000000    	  14.250000    	  0.0000000    	  0.0000000    
  14.250000    	  14.500000    	  0.0000000    	  0.0000000    
  14.500000    	  14.750000    	  0.0000000    	  0.0000000    
  14.750000    	  15.000000    	  0.0000000    	  0.0000000    
